Company,Industry,Location,Description,URL
三富株式会社,Human resources industry company,Headquarters Address: Saitama Prefecture Saitama City Urawa Region 3-chome 13th 3rd,Company that supports business development to China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6cf8ca94-17b0-472b-93b2-213b1c1fecf7
有限会社東北エンヂン興業,Human resources industry company,"Headquarters Address: Senboku City, Akita Prefecture",Company that is trading,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/45975f75-858e-4f9d-b5c1-5cde60a4b95f
株式会社Ｄｒｅａｍ’ｓ　Ｃｏｍｍｅｒｃｅ,Human resources industry company,"Headquarters Address: Shibuya 3-chome, Shibuya, Shibuya-ku, Tokyo Shibuya 3-chome Square Building 2nd floor",Company that perform sales agency and sales overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9c4b51d3-9d32-4055-aa08-7b0c9d4d8856
有限会社コスモインターナショナル,Human resources industry company,"Headquarters Address: Shibuya-ku, Tokyo 2-chome 12th issue","A company that carries trade agency, English, Spanish translation, interpretation, etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/23a8da97-c0f3-4006-9c11-2d98945058b7
ロイヤルエンタープライズ株式会社,Human resources industry company,"Headquarters Address: Shinbashi, Minato-ku, Tokyo 5-chome No. 8 1 Hikagukuraku Building",Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b0f2deb4-0b70-4a78-b0a3-3d0d0daa4868
ブイ・アイ・ピーオーバーシーズ有限会社,Human resources industry company,Headquarters Address: Shinjuku Shinjuku 1-chome No. 31 No. 7,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0bc4bf9b-70b8-4d32-8bd0-6151f5f57ae7
株式会社アルファホールディング,Human resources industry company,"Headquarters Address: Shokicho, Shinjuku-ku, Tokyo 2 Fan Kagurazaka 401",Companies to intervening import mediation of building materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1af9b99a-6fe5-4ebf-83cd-f2b4362bebbe
台祥貿易有限会社,Human resources industry company,"Headquarters Address: Suginami-ku, Tokyo Nazugawa, Nazugawa-ku, Nazugawa-ku, Tokyo No.22 No.17","A company that carries trade mediation and export / export lines between Japanese, Taiwan and China companies",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/04a23d2e-43b1-4ed4-b807-9aaf56df3bb0
弘業株式会社,Human resources industry company,"Headquarters Address: Sumida-ku, Tokyo 4-chome 1-101",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/74bdfcf9-7e1d-47f8-874a-4736ac3b5c51
株式会社国際環境システムズ,Human resources industry company,Headquarters Address: Tokyo Adachi District Fan 1-chome No. 8,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c34dc2e1-9430-4f77-b41e-d6007daff539
タイガー株式会社,Human resources industry company,Headquarters Address: Tokyo Bunkyo Ward Sendo 3-chome 24 No. 5 Maison Hiro II 202 Room,Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/385fa47d-a584-4b5d-a972-e7d2c4212ced
イーリン有限会社,Human resources industry company,Headquarters Address: Tokyo City Adachi-ku Senju 1-chome 4th 1-1808,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/95477799-5893-4bf6-9805-07058f8d834a
有限会社サンスン,Human resources industry company,Headquarters Address: Tokyo City Aoi-ku Nishin-cho 3-chome No.18 No. 5,Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1e3e3730-8738-47cb-bb21-1cd190cf8997
有限会社マイテキスタイル,Human resources industry company,Headquarters Address: Tokyo City Setagaya Ward Sengjo 5-chome 11th No. 5,Company doing fiber trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3cfa3671-5d67-4f7f-8b0a-cf961143418e
サンスイ・トレーディング株式会社,Human resources industry company,Headquarters Address: Tokyo Metropolitan Demple City Municho 1-chome No. 5 12th Twin Leaf Kokubunji,Company doing import and export trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/98c92432-e693-427d-9dde-bc0d708f2c07
パーセプトロンアジアパシフィック株式会社,Human resources industry company,Headquarters Address: Tokyo Toshima Ward Ikebukuro 2-chome 54 No. 12 Joined Ikebukuro Daiichi Building 4F,A company that works for trade and wholesale such as optical measurement equipment and laser scanner,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/38cc128c-f8ee-402a-b93b-a7108422920c
千宝国際貿易株式会社,Human resources industry company,"Headquarters Address: Toshima Ward, Toshima Ward, Toshima Ward, Toshima Ward, Toshima Ward, Toshima, Toshima Ward",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d49ea4e8-8e5a-4e9e-8373-f22d991e1ff1
リングストン株式会社,Human resources industry company,"Headquarters Address: Toshima-ku, Tokyo Ikebukuro 2-chome 75 1 1st Kishin Building 1F",Company doing overseas trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/dce13314-55d3-4ca4-af71-2d87ac961edc
振遠株式会社,Human resources industry company,"Headquarters Address: Toshima-ku, Toshima-ku, Tokyo 1-chome No. 5 Murata Building 301","Company that conducts telecommunications business, provider business and recycling",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/51d2f005-318b-4a34-a7cf-c3fb88a606e3
Ｊ－ＣＲＯＯＺ株式会社,Human resources industry company,"Headquarters Address: Toyokawa City, Aichi Prefecture Namiyama Nitta Nitta 9",Company that conducts trade and IT consulting such as steel materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0349719c-9b44-4805-83a7-7f505523fdb7
株式会社さき商会,Human resources industry company,Headquarters Address: Urasoe City Okinawa Prefecture Sao Thai 1-chome 31 No. 2,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8aff6ffc-d1c5-4305-a339-109908a97ad1
新国際商運株式会社,Human resources industry company,"Headquarters Address: Yamashita-cho, Yokohama, Yokohama, Kanagawa Prefecture",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b647360d-9057-4dc3-8289-7e07f7b27e8b
株式会社ひかり商事,Human resources industry company,"Headquarters Address: Yokohama City, Yokohama City, Kanagawa Prefecture, Yokohama-cho, Chome, Nakano-cho, Naka-ku, Yokohama, Yokohama City, Yokohama City, Yokohama, Yokohama, Yokohama, Yokohama, Yokohama Prefecture.",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a1ec5a6a-4b86-4a91-a7b6-2a95dbe2be2a
株式会社ワイ・ティー・シー,Human resources industry company,"Headquarters Address: Yokohama City, Yokohama City, Yokohama City, Yokohama City",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4496e17f-0bb6-4d11-a67e-fe9aae0d07d6
有限会社イチバン貿易,Human resources industry company,"Headquarters Address: Yokohama City, Yokohama, Kanagawa Prefecture Makento 23-11",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b7cc8e43-b1b5-4443-8c05-c13bea8e1b55
株式会社ティーアンドアール,Human resources industry company,"Headquarters Address: Yoyogaya, Shibuya-ku, Tokyo 2-chome 21-305",A company that handles trading of trade such as chemical industry products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e5b51293-0551-4419-8b20-70bdcf7ccd36
有限会社エフシーテクノ,Human resources industry company,"Social residence: No. 17, No. 17, South Boat Square, Central District, Osaka, Osaka",Company that trade chemical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2d4f2749-9c38-4038-89f8-93166e96ba7d
明盛商事株式会社,Human resources industry company,"Social residence: No.13, No.13, Xinxio, Shengmu, Osaka, Osaka, Osaka",A company that supports manufacturing various products in cooperation with overseas factories,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c6e7b173-8048-4da6-b5df-b51c5d4ab3e0
株式会社モートレーディング,Human resources industry company,"Society: 781 Fannadi, Toma Tield, Caps,",Companies to export a used product,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/cb6b58e6-a0d9-4e6e-8e11-9529ed94f305
大洋コンサルティング株式会社,IT industry company,"Headquarters Address: 1-chome 1-chome, Chiyoda-ku, Tokyo",Information system design and trade consulting,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5b875741-b0d4-4730-81fc-1afc35c2676e
Ｂｌｅｓｓ　Ｉｎｔｅｒｎａｔｉｏｎａｌ株式会社,IT industry company,"Headquarters Address: Fukuoka Prefecture Chuo-ku, Fukuoka City, Chuo-ku, Chuo-ku, Fukuoka City, Fukuoka Prefecture",Company that establishes networks and import and export of goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/26e0a88e-0057-4fbb-88a4-b5a53c7f9e57
株式会社情報ソリューション,IT industry company,Headquarters Address: Hamamatsucho 1-chome 17 No. 3,"A company that develops software such as regional medical cooperation system ""Charismas""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/89edfe38-f4c7-4ddd-896d-dcd9037fef8d
株式会社エーファクトリー,IT industry company,"Headquarters Address: Kanda-cho, Chiyoda-ku, Tokyo, Chiyoda-ku, Chiyoda-ku, Tokyo, Chiyoda-ku, Chiyoda-ku.",Companies to mediate reuses such as personal computers and smartphones,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ae2182d6-062b-4db1-a087-5919fd6c96bf
株式会社ワールドテクノブリッジ,IT industry company,"Headquarters Address: Kanda-ku, Chiyoda-ku, Tokyo 1-8-2 Yagi Building 302",Company that operates system development and internet auction,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/50c7071c-4326-47db-a6eb-9fa85fa2d0ce
株式会社ＳＫ　Ｇｌｏｂａｌ,IT industry company,"Headquarters Address: Kashiwa City, Chiba Prefecture Season 710, 219",A company that sells watches and cameras on your own website,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/28e5306f-062d-4bf5-a206-e02acd435b49
株式会社シノジャパン,IT industry company,"Headquarters Address: Mita 1-chome, Minato-ku, Tokyo No. 4 No. 28 Mita International Building 18th floor","Development of business system package ""@hyway"", and company that sells Japanese products to the Chinese market",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8a73c8eb-19c3-4dcd-9665-e3b4d497df6e
アイリティ株式会社,IT industry company,Headquarters Address: Osaka Prefecture Nishimoto-Ward Nishimoto-cho 1-chome No. 3,Company that conducts trade agency services such as import and purchase support for used products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/627a58c2-a70d-4b40-bf67-c77c1bf360f9
株式会社ティーエムピィー,IT industry company,Headquarters Address: Osaka Prefecture Osaka City Nakazaki Nishi 1-chome No.22222222,Company that works for consulting operations on system introduction,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/383288f6-7f7b-472b-a503-fd6ebecf5cf3
ＩＤＥＡ株式会社,IT industry company,"Headquarters Address: Osaka Prefecture Sumiyoshi-ku, Osaka City, 1st-chome No.18 No. 18",Company that perform EC site launch and store development support in China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5ab9e3e9-72fb-4fab-bb81-4bcc49c901ad
ドゥーイットコンサルティング株式会社,IT industry company,"Headquarters Address: Shibuya-ku, Tokyo Yoyogaya 1-chome 59-1 Ohashibir 6th floor 11","A company that operates web services such as ""AXIZ Okinawa""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/84f56f8c-5960-4546-8721-1700e5a9a1a2
株式会社昇龍,IT industry company,"Headquarters Address: Sugito-cho, Saitama Prefecture, Sugito-cho Oji Hongo 1714-1","Company planning, development and selling computer system",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ac95e8b8-d4df-4627-9edc-26beeb140100
株式会社スマートビラ,IT industry company,Headquarters Address: Tokyo Adachi District Fan 1-chome 15-1106,Company that develop system development and offshore development,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/07742fe5-de80-4c25-baea-68421694d5cf
アイコン株式会社,IT industry company,"Headquarters Address: Tokyo Koto-ku, Toyoh 4th-chome, Koto-ku, Tokyo 7th No.17","Software development centered on communication, control system and distribution system, etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f9d6d28c-42db-4849-943f-21264a1591b2
有限会社牧野貿易商会,Living product industry company,"Headquarters Address: 2 Chome, Showa Ward, Aichi Prefecture, Nagoya City, Aichi Prefecture 2",Companies that work to export used tire exports and imported reproduction tires,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a8f009dc-5be1-4bba-bdc4-6f70fb2c67f3
ダイヤモンド株式会社,Living product industry company,"Headquarters Address: Chuo-ku, Osaka City Chuo-ku, Osaka Prefecture 1-chome 4th No. 15",Company imported and selling writing instruments and watches from overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1e6d39b5-daf0-4937-a063-119dc0d813a8
株式会社パシフィックアーバンシステムズ,Living product industry company,"Headquarters Address: Chuo-ku, Tokyo Ginza 7-chome 15th No.11",Companys that import and sell overseas construction materials and furniture,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2fac6e17-44fc-4f84-aa85-5237defa7c16
伊藤テキスタイル株式会社,Living product industry company,Headquarters Address: Gifu Prefecture Gifu City Hotawachi 3-chome 1,"Companies to export, sewing and production of women's garlic",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/bac24feb-8fcf-4527-a369-10b6a0db5822
株式会社フリーダムトレーディング,Living product industry company,Headquarters Address: Gifu Prefecture Gifu Prefecture 1-chome 7th No. 5,"A company that handles home appliances, AV equipment, daily necessities such as goods",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/87fa4976-c2bc-483b-b3dd-c4fc3785c3c9
関東物産株式会社,Living product industry company,Headquarters Address: Gunma Maebashi City Town Town and Town Vertified,Company that manufactures and sells Kokeshi,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d8afa650-68a0-4fa7-973f-1497a62e26d4
